Rank,Name,Platform,Year,Genre,Publisher
2408,Strike Force Bowling,2600,1982,Misc,Quelle
2409,Halloween,PS3,2012,Role-Playing,Namco Bandai Games
2410,Dragon Ball Z: Ultimate Tenkaichi,PS2,2007,Misc,Sony Computer Entertainment
2411,Bass Landing,3DS,2015,Action,"mixi, Inc"
2412,XGRA: Extreme G-Racing Association,Wii,2007,Action,Eidos Interactive
2413,Mario's Picross,PSP,2006,Sports,Konami Digital Entertainment
2414,Pac-Man Player's Choice Bundle,PS3,2012,Action,THQ
2415,Fighters MEGAMiX,PS3,2009,Action,Sony Computer Entertainment
2416,Bahamut Lagoon,DS,2007,Role-Playing,Square Enix
2417,Toshochu: Run for Money,PS3,2008,Action,Warner Bros. Interactive Entertainment
2418,Dragon Quest Monsters: Joker 2 Professional,PS2,2002,Fighting,Rage Software
2419,NFL Quarterback Club 99,3DS,2015,Role-Playing,Square Enix
2420,Super Robot Taisen α Gaiden,PS,2001,Racing,Empire Interactive
2421,Formula 1: Championship Edition,N64,1997,Sports,Electronic Arts
2422,Muramasa: The Demon Blade,PS,1998,Sports,Sony Computer Entertainment
2423,SingStar Singalong With Disney,PS3,2008,Fighting,Atari
2424,NHL 16,X360,2008,Action,Warner Bros. Interactive Entertainment
2425,NFL Fever 2003,DS,2008,Platform,Nintendo
2426,Samurai Warriors 2,X360,2010,Sports,Electronic Arts
2427,Dynasty Warriors 8,PS2,2003,Action,Tecmo Koei
2428,Disney Sing It: Family Hits,PS3,2009,Action,Ubisoft Annecy
2429,2 Games in 1: Sonic Battle & ChuChu Rocket!,X360,2014,Racing,Microsoft Game Studios
2430,Robotech: Battlecry,PS3,2009,Sports,Electronic Arts
2431,Dora the Explorer: Super Spies,DS,2007,Sports,Electronic Arts
2432,New Carnival Games,PS,1999,Action,3DO
2433,Cooking Mama 4: Kitchen Magic!,Wii,2009,Racing,Electronic Arts
2434,Texas Hold 'Em Poker,Wii,2008,Sports,Electronic Arts
2435,Time Crisis 3,X360,2007,Sports,Take-Two Interactive
2436,Cabela's Monster Buck Hunter,XOne,2016,Action,Ubisoft
2437,Ganbaru Watashi no Kakei Diary,PS,1996,Fighting,Virgin Interactive
2438,New Play Control! Donkey Kong Jungle Beat,XB,2004,Sports,Electronic Arts
2439,Small Soldiers,PS3,2010,Shooter,Electronic Arts
2440,Yakuza: Dead Souls,Wii,2007,Simulation,Ubisoft
2441,Littlest Pet Shop: Garden,NES,1989,Platform,Konami Digital Entertainment
2442,Duke Nukem: Total Meltdown,DS,2007,Action,Electronic Arts
2443,Pac-Man Party,PS,1997,Action,GT Interactive
2444,Jak and Daxter: The Lost Frontier,PSP,2005,Racing,Electronic Arts
2445,Major League Baseball 2K8,PS3,2014,Sports,Take-Two Interactive
2446,SimCity DS,XOne,2016,Shooter,Activision
2447,Major League Baseball 2K9,PS2,2007,Action,THQ
2448,Petz: Dogz Pack,PS,1995,Sports,Sony Computer Entertainment
2449,Final Fantasy IV Advance,PS2,2002,Racing,Acclaim Entertainment
2450,Tomb Raider Chronicles,3DS,2016,Action,Nintendo
2451,Dragon Ball Z: Buu's Fury,PS2,2000,Fighting,Virgin Interactive
2452,Guitar Hero: Smash Hits,Wii,2010,Misc,Konami Digital Entertainment
2453,Disney TH!NK Fast: The Ultimate Trivia Showdown,X360,2012,Shooter,505 Games
2454,Spider-Man: Mysterio's Menace,PS4,2014,Action,Square Enix
2455,Game & Watch Gallery 4,GC,2004,Action,Activision
2456,Littlest Pet Shop: Jungle,DS,2010,Role-Playing,Nintendo
2457,Naruto: Ultimate Ninja,PS3,2010,Sports,Electronic Arts
2458,Fighters Uncaged,PS3,2012,Action,Capcom
2459,New Play Control! Pikmin 2,PS4,2016,Action,Sony Computer Entertainment
2460,Hot Shots Golf: World Invitational,PS3,2009,Sports,Take-Two Interactive
2461,Monster Trucks,WiiU,2015,Role-Playing,Nintendo
2462,Wave Race: Blue Storm,DS,2008,Simulation,Ubisoft
2463,Backyard Wrestling: Don't Try This at Home,GC,2004,Action,THQ
2464,MonHun Nikki: Poka Poka Ailu Mura,PS3,2010,Sports,Electronic Arts
2465,The Golden Compass,PS3,2011,Action,Electronic Arts
2466,Phineas and Ferb: Across the 2nd Dimension,PS2,2003,Racing,Acclaim Entertainment
2467,WarioWare D.I.Y.,Wii,2007,Simulation,Rising Star Games
2468,Alice: Madness Returns,NES,1987,Role-Playing,SquareSoft
2469,LEGO The Hobbit,PS3,2012,Fighting,Capcom
2470,Suikoden,PS,2001,Sports,THQ
2471,Secret Agent Clank,X360,2011,Shooter,Take-Two Interactive
2472,Rayman Arena,PS2,2002,Racing,Empire Interactive
2473,Jaws Unleashed,PS4,2015,Shooter,Take-Two Interactive
2474,Puyo Puyo Sun,PS2,2005,Role-Playing,Sony Computer Entertainment
2475,Mickey's Speedway USA,PS2,2004,Sports,Sega
2476,International Superstar Soccer 64,GBA,2004,Adventure,Nintendo
2477,NASCAR Heat 2002,PSV,2014,Sports,Electronic Arts
2478,Disney Sing It! High School Musical 3: Senior Year,PS3,2007,Shooter,Namco Bandai Games
2479,From TV Animation One Piece: Grand Battle 2,PS2,2007,Action,D3Publisher
2480,BeatMania Append 3rdMix,X360,2013,Racing,Electronic Arts
2481,PGR3 - Project Gotham Racing 3,PS,1999,Puzzle,Atari
2482,Xena: Warrior Princess,Wii,2008,Fighting,THQ
2483,Scribblenauts: Unlimited,PS,1999,Simulation,Sony Computer Entertainment
2484,Front Mission,PS2,2000,Action,THQ
2485,Kinect Rush: A Disney Pixar Adventure,DS,2008,Strategy,Ubisoft
2486,Asphalt: Urban GT,PSP,2008,Sports,Unknown
2487,The Fight: Lights Out,GBA,2004,Action,Disney Interactive Studios
2488,Dai-2-Ji Super Robot Taisen α,PSV,2014,Shooter,Take-Two Interactive
2489,Pokemon Trozei!,PS2,2000,Sports,Electronic Arts
2490,Hot Wheels: Stunt Track Challenge,XB,2003,Shooter,Microsoft Game Studios
2491,Dai-3-Ji Super Robot Taisen α: Shuuen no Ginga e,X360,2012,Misc,Microsoft Game Studios
2492,Jikkyou Powerful Pro Yakyuu '97 Kaimakuban,GB,2000,Misc,Konami Digital Entertainment
2493,CyberTiger,PS,1998,Misc,Unknown
2494,Jampack Fall 2001,PS,1997,Adventure,Capcom
2495,Final Fantasy: The 4 Heroes of Light,PS3,2011,Sports,Electronic Arts
2496,Kane & Lynch 2: Dog Days,PS2,2005,Platform,Sony Computer Entertainment
2497,NFL Blitz 2001,Wii,2008,Misc,Ubisoft
2498,Total War: Shogun 2,X360,2008,Strategy,Take-Two Interactive
2499,Jikkyou Powerful Pro Yakyuu '98 Kaimakuban,PS2,2008,Sports,Unknown
2500,Yakuza 5,DS,2007,Puzzle,Scholastic Inc.
2501,BurgerTime,PS3,2012,Action,Activision
2502,Naruto: The Broken Bond,PS3,2010,Fighting,Namco Bandai Games
2503,2002 FIFA World Cup,PS,1998,Platform,Sony Computer Entertainment
2504,Smurf: Rescue In Gargamel's Castle,PS,1996,Adventure,Interplay
2505,Spelling Challenges and more!,Wii,2009,Sports,Hudson Soft
2506,Go Diego Go! Great Dinosaur Rescue,XB,2002,Shooter,Electronic Arts
2507,Extreme-G,XOne,2016,Sports,Electronic Arts
2508,Payday 2,PSP,2005,Sports,Activision
2509,Dead or Alive Xtreme Beach Volleyball,GC,2001,Sports,Activision
2510,Tales of Rebirth,PS2,2006,Role-Playing,Activision
2511,Tales of Zestiria,Wii,2009,Action,LucasArts
2512,Silent Hill: Shattered Memories,X360,2010,Misc,Activision
2513,Skate it,PS4,2016,Fighting,Capcom
2514,Game Party in Motion,XB,2002,Racing,Electronic Arts
2515,Barbie: Race & Ride,NES,1984,Puzzle,Nintendo
2516,Lost: Via Domus,N64,1996,Fighting,Nintendo
2517,Mega Man Anniversary Collection,XB,2001,Sports,Microsoft Game Studios
2518,Final Fantasy Anniversary Edition,2600,1981,Action,Mystique
2519,Harvest Moon: Friends of Mineral Town,PSP,2005,Adventure,Sony Computer Entertainment
2520,Backyard NBA Basketball,PS3,2013,Action,Capcom
2521,Kirby's Dream Course,3DS,2011,Role-Playing,Namco Bandai Games
2522,Doom 3 BFG Edition,PS2,2002,Platform,THQ
2523,Mega Man X7,PS3,2010,Misc,Activision
2524,Top Spin 3,Wii,2010,Misc,Electronic Arts
2525,SpongeBob SquarePants featuring Nicktoons: Globs of Doom,PS3,2015,Sports,Electronic Arts
2526,The Conduit,X360,2007,Shooter,Midway Games
2527,Tokimeki Memorial: Forever with You,DS,2008,Simulation,Ubisoft
2528,Cabela's Dangerous Hunts 2011,PS2,2008,Role-Playing,Atlus
2529,NHL 15,PS3,2008,Misc,Sony Computer Entertainment
2530,The Lord of the Rings: The Third Age,X360,2008,Sports,Ubisoft
2531,Harvest Moon: Sunshine Islands,PS4,2013,Sports,Electronic Arts
2532,Trivial Pursuit,PS3,2012,Action,Sony Computer Entertainment
2533,The Legend of Spyro: Dawn of the Dragon,GB,2000,Role-Playing,Enix Corporation
2534,The Sims 3: World Adventures,DS,2006,Action,Disney Interactive Studios
2535,Kinect Sports Rivals,PS2,2000,Fighting,Midway Games
2536,Tom Clancy's HAWX,SNES,1994,Adventure,ChunSoft
2537,Sammy Sosa High Heat Baseball 2001,PSP,2007,Misc,Sony Computer Entertainment
2538,Terminator 3: Rise of the Machines,PS,2000,Role-Playing,Namco Bandai Games
2539,"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",SNES,1994,Puzzle,Hudson Soft
2540,Harvest Moon: The Tale of Two Towns,PS,2000,Racing,Electronic Arts
2541,FIFA: Road to  World Cup 98,Wii,2010,Sports,Electronic Arts
2542,World Cup 98,GC,2004,Action,Nintendo
2543,International Superstar Soccer '98,PS,1999,Sports,Konami Digital Entertainment
2544,NASCAR: Dirt to Daytona,PS4,2015,Misc,Activision
2545,Unreal Tournament,PS,1999,Role-Playing,Enix Corporation
2546,Digimon World 2,PSP,2011,Role-Playing,Unknown
2547,Tales of Phantasia,X360,2009,Sports,Konami Digital Entertainment
2548,Xenosaga Episode II: Jenseits von Gut und Böse,N64,1999,Action,3DO
2549,Gex: Enter the Gecko,NES,1987,Platform,Capcom
2550,Shrek 2: Beg for Mercy,PS2,2004,Shooter,Ubisoft
2551,Mega Man Star Force 2: Zerker x Ninja / Saurian,PS3,2014,Action,Warner Bros. Interactive Entertainment
2552,JoJo's Bizarre Adventure: All Star Battle,SNES,1994,Role-Playing,Nintendo
2553,Petz Nursery,X360,2009,Racing,Codemasters
2554,Contra: Shattered Soldier,3DS,2012,Puzzle,Level 5
2555,Championship Motocross featuring Ricky Carmichael,PS,1998,Puzzle,Atari
2556,Dragon Ball Z: Chou Saiya Densetsu,XOne,2015,Action,Warner Bros. Interactive Entertainment
2557,Phoenix Wright: Ace Attorney - Justice for All,PS3,2009,Sports,Electronic Arts
2558,Fire Emblem: Seisen no Keifu,Wii,2008,Action,Koch Media
2559,Disgaea 4: A Promise Unforgotten,PS,1998,Sports,Konami Digital Entertainment
2560,BlazBlue: Calamity Trigger,PS2,2007,Role-Playing,Square Enix
2561,Tenchu 2: Birth of the Stealth Assassins,PS2,2005,Simulation,Electronic Arts
2562,MLB 11: The Show,X360,2009,Misc,Activision
2563,Naruto: Uzumaki Chronicles 2,PS3,2013,Sports,Electronic Arts
2564,NHL 06,Wii,2009,Action,Sega
2565,Rooms: The Main Building,X360,2011,Fighting,Electronic Arts
2566,Rapala: We Fish,PS,2000,Misc,Eidos Interactive
2567,Parasite Eve II,PS2,2005,Action,Sega
2568,Ratchet & Clank: Quest for Booty,GC,2003,Simulation,LucasArts
2569,Shin Megami Tensei IV,Wii,2011,Misc,Ubisoft
2570,Theme Park,PS,1997,Racing,Electronic Arts
2571,Blacksite: Area 51,PS2,2004,Shooter,Eidos Interactive
2572,ATV Offroad Fury: Blazin' Trails,PSP,2006,Simulation,Electronic Arts
2573,Far Cry Instincts,PS,1999,Role-Playing,Square EA
2574,Mobile Suit Gundam: Giren no Yabou- Zeon no Keifu,X360,2013,Shooter,Sega
2575,Spyro Orange: The Cortex Conspiracy,PSP,2009,Sports,Konami Digital Entertainment
2576,Enslaved: Odyssey to the West,X360,2012,Action,Activision
2577,Beyond The Beyond,X360,2010,Racing,Sega
2578,"Warhammer 40,000: Space Marine",PS3,2011,Shooter,Activision
2579,No More Heroes,PS3,2015,Sports,Take-Two Interactive
2580,Petz Wild Animals: Tigerz,Wii,2008,Sports,THQ
2581,Naruto: Ultimate Ninja 2,PSP,2007,Simulation,Electronic Arts
2582,Defiance,XB,2004,Action,Ubisoft
2583,3D Dot Game Heroes,X360,2012,Role-Playing,Capcom
2584,The Mysterious Murasame Castle,X360,2012,Action,THQ
2585,NBA Hangtime,PS3,2013,Action,Capcom
2586,Jillian Michaels Fitness Ultimatum 2010,DS,2007,Misc,Ubisoft
2587,Grease,PS,2000,Strategy,Banpresto
2588,Blood Wake,PSP,2008,Sports,Konami Digital Entertainment
2589,Dynasty Warriors 5: Xtreme Legends,GC,2002,Racing,Electronic Arts
2590,Dora The Explorer: Dora Saves the Snow Princess,Wii,2010,Action,LucasArts
2591,Jampack Summer 2002,X360,2009,Misc,Activision
2592,FIFA World Cup Germany 2006,WiiU,2013,Sports,Nintendo
2593,Wreckless: ThE YaKuza MisSiOns,PS2,2002,Role-Playing,Namco Bandai Games
2594,Super Bomberman,SNES,1993,Sports,Nintendo
2595,Spec Ops: The Line,PS3,2011,Shooter,City Interactive
2596,SD Gundam G Generation Neo,X360,2009,Action,Electronic Arts
2597,Bratz 4 Real,PSP,2010,Sports,Konami Digital Entertainment
2598,RalliSport Challenge,2600,1981,Action,20th Century Fox Video Games
2599,Resident Evil Outbreak File #2,PS2,2006,Fighting,Atari
2600,Bob the Builder: Can We Fix It?,PS3,2012,Adventure,Avanquest Software
2601,XIII,X360,2011,Platform,Ubisoft
2602,NHL 14,PS2,2008,Misc,Activision
2603,Breath of Fire IV,PS,1994,Racing,Sony Computer Entertainment
2604,Odin Sphere,DS,2007,Role-Playing,Square Enix
2605,Donkey Kong Jungle Climber,GC,2003,Role-Playing,Ubisoft
2606,The Incredible Hulk,PS,1997,Simulation,Hudson Entertainment
2607,Ms. Pac-Man Maze Madness,PSP,2009,Strategy,Sony Computer Entertainment
2608,Arena Football,PS,2001,Racing,Take-Two Interactive
2609,NHL Hitz 20-02,PS3,2009,Sports,Electronic Arts
2610,Classic NES Series: Dr. Mario,DS,2008,Action,LucasArts
2611,NCAA March Madness 07,N64,1999,Fighting,Electronic Arts
2612,"Monsters, Inc. Scream Team",NES,1992,Platform,Capcom
2613,Harry Potter Collection,X360,2009,Role-Playing,Square Enix
2614,Yu-Gi-Oh! World Championship Tournament 2004,PS2,2007,Simulation,Konami Digital Entertainment
2615,Cabela's Big Game Hunter 2005 Adventures,PS2,2000,Simulation,Ubisoft
2616,Hotel Dusk: Room 215,3DS,2014,Role-Playing,Square Enix
2617,Knockout Kings 2001,Wii,2007,Shooter,Sega
2618,Battlefield 2: Modern Combat,X360,2013,Action,Deep Silver
2619,All-Star Baseball 2002,DS,2007,Action,THQ
2620,Backyard NFL Football,N64,1998,Sports,Nintendo
2621,NASCAR Rumble,Wii,2011,Sports,Electronic Arts
2622,Tony Hawk: Shred,X360,2008,Role-Playing,Microsoft Game Studios
2623,WWE Raw 2,PS3,2008,Strategy,Take-Two Interactive
2624,Mega Man X2,PS2,2007,Sports,Electronic Arts
2625,Manhunt 2,XB,2003,Sports,Electronic Arts
2626,Fullmetal Alchemist and the Broken Angel,DS,2008,Sports,Nintendo
2627,Final Fantasy IV: The Complete Collection,X360,2010,Fighting,Namco Bandai Games
2628,Frontlines: Fuel of War,Wii,2011,Action,Nintendo
2629,Lips: Number One Hits,3DS,2013,Puzzle,Nintendo
2630,Hamtaro: Ham-Hams Unite!,X360,2006,Action,Ubisoft
2631,Batman Begins,2600,1982,Shooter,Atari
2632,Viva Pinata: Pocket Paradise,X360,2008,Misc,Microsoft Game Studios
2633,Dr. Seuss' The Cat in the Hat,GBA,2002,Platform,Vivendi Games
2634,Barbie Groovy Games,DS,2006,Shooter,Nintendo
2635,Yu-Gi-Oh! Reshef of Destruction,PC,1992,Adventure,Virgin Interactive
2636,Blinx: The Time Sweeper,PS,1994,Shooter,Infogrames
2637,Archer Maclean's Mercury,PS2,2007,Misc,Sony Computer Entertainment
2638,ESPN NFL Football,DS,2009,Puzzle,Ubisoft
2639,Fatal Fury Special,DS,2008,Adventure,THQ
2640,Catz,Wii,2009,Misc,Nordic Games
2641,DS Bimoji Training,PS,1999,Fighting,Capcom
2642,Petz Catz Clan,PS3,2012,Action,Sony Computer Entertainment
2643,Soul Sacrifice,PS,1997,Strategy,Electronic Arts
2644,G-Force,DS,2010,Puzzle,Nintendo
2645,Soldier of Fortune: Gold Edition,PS4,2015,Sports,Konami Digital Entertainment
2646,Rune Factory: A Fantasy Harvest Moon,PSP,2006,Strategy,THQ
2647,Monster Jam: Path of Destruction,PSP,2009,Shooter,LucasArts
2648,Rapala Tournament Fishing!,X360,2011,Sports,THQ
2649,MX 2002 Featuring Ricky Carmichael,X360,2012,Action,Capcom
2650,Purr Pals,PS2,2006,Sports,Take-Two Interactive
2651,God of War: Origins Collection,PSP,2008,Racing,Electronic Arts
2652,MX vs. ATV: Alive,X360,2010,Action,Disney Interactive Studios
2653,Lunar: Silver Star Story Complete,SNES,1993,Role-Playing,ChunSoft
2654,NBA Showtime: NBA on NBC,2600,1983,Puzzle,Atari
2655,ZhuZhu Pets 2: Featuring The Wild Bunch,GC,2002,Shooter,Electronic Arts
2656,Soul Reaver 2,X360,2008,Platform,Microsoft Game Studios
2657,Metal Gear Solid 3: Subsistence,PS,1998,Sports,Sony Computer Entertainment
2658,Sly Cooper: Thieves in Time,X360,2009,Action,Ubisoft
2659,The Godfather (old US sales),Wii,2009,Action,Electronic Arts
2660,Daytona USA,Wii,2009,Misc,Activision
2661,Harry Potter and the Deathly Hallows - Part 1,X360,2005,Shooter,Microsoft Game Studios
2662,Tiger Woods PGA Tour 13,2600,1982,Shooter,Atari
2663,WWF Raw,PS,1996,Racing,Electronic Arts
2664,Shin Super Robot Taisen,PS,2000,Misc,Interplay
2665,Jump Super Stars,XOne,2013,Sports,Electronic Arts
2666,Legends of WrestleMania,2600,1981,Action,Men-A-Vision
2667,The Activision Decathlon,PSP,2008,Racing,Electronic Arts
2668,Simple 1500 Series Vol. 73: The Invaders ~Space Invaders 1500~,PS3,2011,Shooter,Take-Two Interactive
2669,50 Classic Games,PSV,2014,Role-Playing,Sony Computer Entertainment
2670,Fighting Force 2,PS2,2005,Fighting,Electronic Arts
2671,Sakura Wars,2600,1980,Fighting,Activision
2672,Yokai Sangokushi,PS,1999,Racing,Electronic Arts
2673,Extermination,PS3,2009,Fighting,Namco Bandai Games
2674,Batman: Vengeance,2600,1983,Action,Atari
2675,Unit 13,N64,2001,Platform,THQ
2676,Tatsunoko vs. Capcom: Ultimate All-Stars,GB,1999,Role-Playing,Enix Corporation
2677,TMNT,GBA,2002,Action,THQ
2678,F.E.A.R.,DS,2008,Simulation,Nobilis
2679,Secret Agent Clank(US sales),DS,2012,Action,Warner Bros. Interactive Entertainment
2680,Derby Stallion 04,PSP,2005,Action,Sony Computer Entertainment
2681,Barbie Horse Adventures: Riding Camp,PS2,2003,Shooter,SCi
2682,CrossworDS,PS2,2001,Platform,Capcom
2683,Mega Man Zero,DS,2004,Racing,Nintendo
2684,Contender 2,GBA,2005,Platform,Nintendo
2685,The Amazing Spider-Man 2 (2014),PS2,2002,Sports,Acclaim Entertainment
2686,SD Gundam G Generation Zero,PS2,2002,Role-Playing,Atari
2687,Super Robot Taisen F,PS2,2003,Sports,Activision Value
2688,Soccer Tsuku 2002: J-League Pro Soccer Club o Tsukurou!,PS2,2008,Platform,Sega
2689,Time Crisis: Razing Storm,PS,1996,Racing,Psygnosis
2690,Super Robot Taisen F Kanketsuhen,PS3,2014,Shooter,Electronic Arts
2691,Rune Factory 4,Wii,2010,Adventure,Ubisoft
2692,Summer Sports: Paradise Island,3DS,2011,Simulation,Electronic Arts
2693,Dynasty Warriors: Gundam 3,XB,2004,Racing,Atari
2694,Jak X: Combat Racing,PS2,2005,Action,LucasArts
2695,Metro 2033,PS2,2003,Fighting,Gotham Games
2696,Are You Smarter than a 5th Grader? Make the Grade,PS,1995,Fighting,Virgin Interactive
2697,American Idol,PSV,2012,Fighting,Warner Bros. Interactive Entertainment
2698,Top Gun: Fire at Will!,PS,1998,Sports,Konami Digital Entertainment
2699,Dragon Ball Z: Shin Budokai,X360,2010,Shooter,Capcom
2700,SingStar Summer Party,PS3,2012,Fighting,Namco Bandai Games
2701,NBA Live 10,PC,2011,Shooter,Valve Software
2702,Gekikuukan Pro Yakyuu: At the End of the Century 1999,DS,2005,Misc,Sega
2703,Medarot 2: Kabuto / Kuwagata Version,PS4,2014,Sports,Konami Digital Entertainment
2704,Excite Truck,Wii,2009,Puzzle,THQ
2705,System 3 presents Ferrari Challenge Trofeo Pirelli,PS3,2009,Action,Electronic Arts
2706,Dance Dance Revolution Ultramix,NES,1988,Role-Playing,SquareSoft
2707,Crash Tag Team Racing,N64,2001,Sports,Activision
2708,Two Worlds II,PS2,2002,Misc,Namco Bandai Games
2709,Front Mission 4,GBA,2005,Role-Playing,Capcom
2710,The Fairly Odd Parents: Breakin' Da Rules,PS2,2004,Shooter,Sony Computer Entertainment
2711,Inazuma Eleven,PS2,2010,Sports,Electronic Arts
2712,Ninokuni: Shikkoku no Madoushi,Wii,2009,Sports,Big Ben Interactive
2713,Resident Evil: Revelations 2,X360,2007,Shooter,Eidos Interactive
2714,SRS: Street Racing Syndicate,PC,2011,Action,Ubisoft
2715,Despicable Me: The Game - Minion Mayhem,XB,2004,Fighting,Midway Games
2716,Action Force,DS,2009,Adventure,Capcom
2717,Gauntlet Legends,GBA,2004,Adventure,Disney Interactive Studios
2718,FIFA 99,Wii,2014,Sports,Electronic Arts
2719,Kidou Senshi Gundam: Extreme VS,PS2,2002,Fighting,Capcom
2720,Bust A Groove,PSP,2009,Racing,Electronic Arts
2721,Fire Emblem: Path of Radiance,PS3,2007,Shooter,Eidos Interactive
2722,Dragon Quest Characters: Torneko no Daibouken 3: Fushigi no Dungeon,X360,2014,Role-Playing,Namco Bandai Games
2723,Let's Draw!,PS2,2005,Action,Activision
2724,Pachi-Slot Aruze Oukoku 2,PS2,2001,Fighting,Acclaim Entertainment
2725,Valkyria Chronicles II,X360,2006,Sports,Take-Two Interactive
2726,Rune Factory 2: A Fantasy Harvest Moon,Wii,2010,Misc,Electronic Arts
2727,Terminator Salvation,PS3,2006,Action,Sony Computer Entertainment
2728,Bratz: Rock Angelz,Wii,2008,Simulation,Rising Star Games
2729,How to Train Your Dragon,GB,1991,Role-Playing,SquareSoft
2730,Greg Hastings' Tournament Paintball,PC,2013,Strategy,Sega
2731,Hello Kitty: Big City Dreams,XOne,2015,Misc,Microsoft Game Studios
2732,Star Fox Command,DS,2007,Role-Playing,Disney Interactive Studios
2733,World Soccer Winning Eleven 7 International (JP version),PS2,2008,Platform,THQ
2734,ESPN NBA Basketball,PSP,2008,Fighting,THQ
2735,Inazuma Eleven GO,PS3,2009,Misc,Activision
2736,Over the Hedge,PS,2000,Platform,Capcom
2737,Mat Hoffman's Pro BMX,PSV,2013,Adventure,Sony Computer Entertainment Europe
2738,Lego Star Wars: The Force Awakens,PS3,2010,Misc,Activision
2739,Magician's Quest: Mysterious Times,PS3,2009,Action,Electronic Arts
2740,The Hobbit,Wii,2009,Fighting,THQ
2741,War of the Monsters,X360,2008,Action,Touchstone
2742,Tales of Symphonia: Dawn of the New World,PS3,2012,Action,Activision
2743,The Incredible Hulk: Ultimate Destruction,PS2,2004,Action,Activision
2744,"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare",N64,1997,Racing,GT Interactive
2745,Jewel Master Egypt,X360,2012,Action,Activision
2746,Time Crisis II,PS2,2001,Shooter,Konami Digital Entertainment
2747,Clock Tower,PS3,2009,Shooter,THQ
2748,NCAA March Madness 06,PS,1997,Fighting,Virgin Interactive
2749,Jampack Volume 11,PSP,2005,Sports,Electronic Arts
2750,Dragon's Crown,PSP,2005,Shooter,Konami Digital Entertainment
2751,Legacy of Kain: Defiance,XB,2004,Sports,Activision
2752,SpongeBob SquarePants: Game Boy Advance Video Volume 2,X360,2008,Role-Playing,Atari
2753,NCAA March Madness 2005,PS3,2009,Action,Activision
2754,007 Racing,DS,2008,Action,Activision
2755,Conflict: Vietnam,PS3,2010,Racing,Disney Interactive Studios
2756,2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,PS2,2001,Fighting,Capcom
2757,Mystery Dungeon: Shiren the Wanderer,PS2,2006,Sports,Electronic Arts
2758,SimAnimals,WiiU,2014,Misc,Ubisoft
2759,MLB SlugFest 20-04,X360,2014,Shooter,Take-Two Interactive
2760,Gex 3: Deep Cover Gecko,PS3,2014,Platform,Sony Computer Entertainment
2761,NASCAR 09,PS3,2009,Role-Playing,Activision
2762,Jampack Vol. 2,DS,2008,Sports,Sega
2763,Sesame Street: Once Upon A Monster,X360,2012,Adventure,Avanquest Software
2764,Virtual Soccer,PS3,2011,Action,Namco Bandai Games
2765,Romance of the Three Kingdoms IV: Wall of Fire,DS,2006,Fighting,Nintendo
2766,Winning Post,PS2,2001,Misc,Sony Computer Entertainment
2767,SingStar Dance,PS3,2010,Role-Playing,Sega
2768,Kirby and the Rainbow Curse,PS2,2001,Racing,Acclaim Entertainment
2769,Medal of Honor: European Assault,PSP,2007,Shooter,Ubisoft
2770,Ty the Tasmanian Tiger 2: Bush Rescue,X360,2011,Role-Playing,Square Enix
2771,NBA 06,3DS,2012,Action,Warner Bros. Interactive Entertainment
2772,We Cheer,PSP,2006,Fighting,Midway Games
2773,Alice in Wonderland,3DS,2015,Role-Playing,Nintendo
2774,Littlest Pet Shop 3: Biggest Stars - Blue / Pink / Purple Team,GBA,2001,Misc,Konami Digital Entertainment
2775,Front Mission 2,PS3,2011,Shooter,Bethesda Softworks
2776,F.E.A.R. 2: Project Origin,WiiU,2013,Action,Warner Bros. Interactive Entertainment
2777,Are You Smarter Than A 5th Grader?,PS3,2010,Racing,Activision
2778,Oni,Wii,2008,Sports,Unknown
2779,Juiced,Wii,2007,Misc,Atari
2780,The Warriors,XB,2005,Racing,Take-Two Interactive
2781,Batman: Arkham Origins Blackgate,PC,2011,Action,Electronic Arts
2782,J-League Soccer: Prime Goal 2,GBA,2002,Action,Electronic Arts
2783,Go Diego Go! Safari Rescue,PS2,2001,Sports,Electronic Arts
2784,Picross 3D,Wii,2009,Action,Activision
2785,Silent Hill: Origins,PS,1999,Racing,Sony Computer Entertainment
2786,Wayne Gretzky's 3D Hockey,PS3,2012,Fighting,Namco Bandai Games
2787,Pachi-Slot Aruze Oukoku 4,XB,2002,Shooter,Atari
2788,Return to Castle Wolfenstein: Operation Resurrection,GBA,2008,Puzzle,Unknown
2789,Mario Tennis: Power Tour,PS3,2007,Action,Disney Interactive Studios
2790,Seaman,PS3,2007,Sports,Electronic Arts
2791,The Grinch,PS3,2012,Fighting,Atlus
2792,GT Pro Series,GBA,2003,Role-Playing,Nintendo
2793,Spectrobes: Beyond the Portals,DS,2007,Simulation,Rising Star Games
2794,Classic Word Games,PS3,2010,Role-Playing,Square Enix
2795,Naruto Shippuden: Clash of Ninja Revolution 3,DS,2007,Simulation,Electronic Arts
2796,Final Fantasy Chronicles,PS,1997,Sports,Electronic Arts
2797,Syphon Filter 3,SNES,1993,Fighting,Namco Bandai Games
2798,We Love Katamari,GBA,2004,Platform,Nintendo
2799,Way of the Samurai 3,PC,2013,Shooter,Activision
2800,DC Universe Online,GB,1991,Puzzle,Nintendo
